questionID,questionTitle,questionText,topic,answerText
600,I'm losing my husband because my lack of sex drive,"I have no sex drive due to medical issues. I’ve shut down completely and closed everyone out. I’ve even told my husband that I wanted a divorce since that’s what I thought he wanted to hear. However, it devastated me when I learned he's seeing someone else.
 I’ve since told him that I wanted to work things out but he’s not sure I actually mean it. He thinks the only reason I want him back is because I’m jealous. How do I show him I’m serious?",intimacy,"I’m sorry to hear about your current situation. My heart goes out to you during this time.First of all, it is of vital importance that you discuss your symptoms with your doctor. Regardless of whether you are able to mend your relationship with your husband, you need to address the physical issues you are experiencing. More than likely he/she will be able to help you relieve some of these symptoms.Secondly, you must be upfront and honest with your husband. Intimacy is a large part of a relationship and it is unfair to your husband that you did not disclose how you were feeling. I think he would appreciate knowing that it was your medical problems causing the lack of sexual desire as opposed to the reason being him.If you explain to him that you are addressing your sexual issues with your doctor in order to enhance your relationship, he may be more willing to see that you are serious in wanting to mend the relationship. The conversation will be hard to explain to your doctor and your husband since it is of such a personal nature but it will be extremely beneficial. And please note that the reason for the feelings you were experiencing (or lack thereof), was not your fault.Best of luck to you and your husband!"
601,I just lost my grandpa,"I just lost my grandpa and i'm having a rough time with it.    I need some help to deal with the loss, but I don’t think I can pay for counseling. Where Can I get help?",grief-and-loss,"I'm sorry your grandpa died.Good for you to write on this site about wanting help to know how best to live with this new loss.Have you looked online for blogs and forums about adjusting to a recent death?  That you know you'd like another person to help you adjust, is a good sign of your own mental health stability.It is possible that reading online blogs and discussion forums, writing on these if you feel like doing so, and possibly joining a local free support group, will be all you need to feel better.There is no set timeline in grief.   Let yourself take as much time as you feel is best for you.
Losing someone you love, someone who has been there from your very first days, is really hard.  Look for a local hospice support organization in your community - grief groups and counseling are often available through these centers.  Don't just tough it out and wait for your sadness to fade.  Your grandfather would not want that for you.  Take extra good care of yourself and get some support
Your local hospice will have grief support groups and free community counseling available with bereavement counselors who are expects with grief and loss."
606,"I lost my mom, and I feel like I'm depressed","Last year, I just always felt hopeless. I don't have a great relationship with my sister. I lost my mother recently, and that really added to my sadness. My sister always brings up how I was never close to my mother.",grief-and-loss,"I am so sorry about your loss.  Losing someone you love is always difficult, however, losing a mother is a significant loss in a daughters life.  What makes this loss complicated is that it appears you have also had a loss in your relationship with your sister.  It is difficult to know what happened with your sister with the limited information you have provided, but what I suspect is that there are some unresolved issues between the two of you and that she may be projecting her pain on to you.  It is important to remember that your sister is also grieving the loss of your mother and may not be dealing with it in a very healthy way.  By her bringing up your relationship with your mother and suggesting that you were ""never close"" to her is her opinion.  Only you can define and determine what your relationship was like with your mother.  If there is truth to this, then it may be something you may need to talk about with a counselor.   There could be an added layer of ambiguous loss in that you are not only grieving her physical absence, but could be grieving the loss of a relationship you wish you could have had with her and the realization that you never will.  You and your sister are both in the heart of the grieving cycle.  When two people are grieving the same loss at the same time, it is difficult to provide support to each other because of their own struggle, even if they both were on good terms with each other.  Depression is part of the cycle of grief.  It is absolutely normal to feel sad, as well as experiencing other depressive symptoms (i.e., feelings of isolation, lack of motivation, low energy, sleep or appetite changes, etc.).  Anger is another phase of the grief cycle.  Your sister may be stuck in the anger phase, not wanting to connect with her own feelings of sadness, so this may be why she is being hurtful towards you, in projecting her anger onto you in order to avoid the vulnerability of experiencing her own grief.Finally, it appears that your depression proceeded the loss of your mother and is making your experience with grief more complicated.  Were you officially diagnosed and treated for depression prior to your loss?  Depression in grief is different than a depressive mood disorder.  Depression can be situational (i.e., triggered by an event) or related to genetics, undiagnosed health issues, stress, trauma or other potential risk factors.  If you have a family history of depression, you are more susceptible to have depression.  It would be wise for you to discuss this with a mental health provider, and if necessary, get treatment through counseling and medical interventions."
608,I feel guilty about my fathers death,"I spent my whole life taking care of my dad, but left because of his verbally abusive behavior. I was the only one that helped with his health issues. I feel if I hadn't left he might still be alive. I need help dealing with my grief and guilty conscience.",grief-and-loss,"I see such a sharp contrast between your question and your first sentence. Do you see it? ""I feel guilty about my father's death"", and ""I spent my WHOLE LIFE taking care of my dad."" Wow. After everyone else had left him to his misery, you hung in there. He is so lucky to have had you there. You didn't have to do that. I have a hunch that your dad blamed you for a lot of things. Abusive people do that a lot; they make you believe things are your fault when they're not. You did the opposite of what you fear you did. You didn't contribute to your dad's death; your selfless care gave him a longer life...better health. In the end, no one's love and care could save him. No one could fault you for deciding you had had enough at some point. I would never expect anyone to keep putting themselves in a hurting place over and over again. But this is what you did. You did it for him, and you did it so you wouldn't feel guilty. But you feel guilty anyway, right?...so putting yourself in that position was only worth it if you allow your loving acts to melt away the guilt. Can you tell yourself ""It's okay that I had to take care of myself too.""... ""I gave up a lot for my dad; I have nothing to feel guilty about"".Putting yourself last for your dad was a loving thing to do. And... my hope is that you can also find different ways to help yourself feel ""good enough"" in this world, and a balance between caring for others and caring for yourself.  :)"
610,I think my wife is running from the pain of losing our first born,"My wife is trying to leave. She agreed to come back and give me a little time. Even said she hopes I can do it. We buried our first born in Jan 13 years ago. She never got past it. So every year around this time, she gets emotional and says she doesn't think she loves me, but then we go back to normal. This time, another guy came in and showed her attention. I'll forgive the cheating if she'll come home.",grief-and-loss,"I'm sorry that you lost your first born child.  Death of a child always leaves a permanent reminder to the parents of a very painful time in their lives.The good news is your awareness that you and your wife are not connected in a satisfying way.There are many possible areas to examine in your relationship as partners and as parents.If what you write here are your observations and theories about your wife's outlook and conclusions, then the first step is to directly have conversations together on the topics you write here.What needs clarifying is what her reasons are for wanting to leave the marriage.Often, a crisis such as a child's death, motivates someone to look deeply into other intimate relationships.  Keep in mind that looking deeply doesn't necessarily mean leaving the marriage.Also, be aware of your own frustrations and marital discontent.  Be ready to talk about your feelings and uncertainties.There is no such thing as one happy partner in a marriage and one unhappy partner.   Each person is part of a system and can only be as satisfied as their partner.The conversations that open relationship hurts and disappointments, hold a lot of emotion.  They are difficult to keep on track.Best recommendation is to find a couples therapist who will be neutral to each of you as individuals, and help both of you examine the true health of the relationship."
612,How do I find happiness after my boyfriend passed away?,I loved him more than anything. He passed away on our anniversary which was also the day I was going to apply for our apartment. I'm not handling it well. I moved to a new town and started a new life but nothing helps.,grief-and-loss,"I am so sorry to hear of your boyfriend's passing. Grief is something that can take a long time to recover from. Have you considered speaking with a grief counselor? Being able to speak with someone that specializes in grief would be very beneficial. Do not get down on yourself for not recovering quickly. This is one of the hardest aspects to deal with in life but eventually you will be able to move forward. In the mean time, immerse yourself with positivity (i.e. Good friends, hobbies, exercise) and try to schedule a time with a counselor. Perhaps there will be a support group you could also join. Oftentimes, it is comforting to meet others who share the same experience as you.Good luck to you. I hope you will find peace and comfort soon."
613,How do I stop grieving my mother’s death?,What can I do to stop grieving my mother’s death? When I am awake I just cry every day. I don't have anyone to talk to. I need help; I am still cry over her. Will I ever stop crying? It’s been 3 years.,grief-and-loss,"I am sorry that you lost your mother. That is a really hard thing for someone to go through.There is really no set time for grief to be over, but I agree that if it has been three years and you are still crying every day then this is past the time for normal grief. I do not know how old you are and if you are in school or have a job, but I would imagine that if by now you literally were doing nothing but crying every day all day, someone would have noticed and would have gotten you some help. For one thing, bills have to be paid.There are typically five stages of grief and they can come in any order. You can go back to another stage that you previously experienced. Denial, anger, bargaining, depression, and acceptance are the stages. At first, people are usually in denial over the fact that they lose someone or are losing someone. This may mean that you deny they are ill or deny that they have actually died.Then comes bargaining, in which you may beg God that if you can only have this person back then you will do whatever. Depression is when the reality has settled in and when we cry and really feel the loss. It sounds like you are stuck in this phase.Finally, acceptance is when we accept that it has happened and we pick up the pieces of our life and move on.When we lose someone we never forget them. We may always have certain days that are tough, such as holidays or any special remembrance of your loved one. But we do get to the place where we accept that death is part of life and that it is inevitable, and that life goes on.A therapist can help you explore the reasons for your extended grief and can help you with coping skills to better deal with it. One suggestion I have is not to try to run from the sad feelings, don’t try to not feel them. Embrace the feelings. Let the feelings wash over you and accept them. Trying not to feel something is not going to help. Sadness is a part of life and needs to be felt just like happiness does. Unpleasant feelings are not to be avoided.I am sincerely sorry that you lost your mother and that you have had such a hard time of it for three years now. You deserve to be happy and to live a full life. I am sure your mother would not want you being sad for so long. I wish you all the best as you continue to try to heal from this loss and deal with your grief."
614,Can I sign my brother into a mental health facility?,"My brother has been diagnosed with paranoid schizophrenia and has not been taking his medication. He's been using methamphetamine and alcohol and was found sleeping naked in my step mom driveway in 12 degree weather.
   I was adopted in by his dad (who just passed) and his mother will not Get involved because she's afraid of financial responsibility.    Do I have the rights to be able to sign my brother into mentalhealth facility?",substance-abuse,"I'm sorry to hear that your brother has been having such a rough time. He's lucky to have you on his side (although he may not always see it that way).As far as whether you can sign him in, that depends on a lot of different things.I would suggest that you Google the state and county that you live in as well as some phrase similar to ""crisis hotline."" They can tell you how it works in that county. My guess is that you could sign him in as long as he met the criteria for admission at that moment, but I can't  be entirely sure. You could also ask the person on the phone about financial responsibility. I have not heard of that being a problem, but I guess it would depend on insurance.If you have trouble finding a local  hotline, consider calling the national crisis number (800-273-8255) and ask them to help you find someone local.
Thanks for asking this question. I know it can be really difficult to deal with issues like this.To answer your question, you might be able to get you brother some mental health help, even if he doesn't recognize that he needs it. In most states, an individual can request a mental health evaluation of a family member if that family member poses a danger to themselves or someone else, or if they are unable to take care of their own basic needs.You can always call 911 if you are concerned about his immediate safety (for example if you find him sleeping outside in below freezing weather.  As an alternative to calling 911, you might also be able to request an evaluation from an authorized mental health provider.  The deatsils of who you would contact vary from state to state. Here's a link with some additional resources:http://www.treatmentadvocacycenter.org/someone-i-know-is-in-crisisHe's lucky to have a brother who cares for his wellbeing as much as you do.
The answer depends on what State you live.Since the description you write here is that your brother may be a serious risk to himself and others, it is worth contacting a mental health hotline or one of your local area hospitals and talk to a social worker or other professional level person in their psychiatry department.  Ask the same question you posted here.   Your question is a good one and merits serious follow through.
Hello, My heart goes out to you, your brother, and your family, dealing with a very painful and difficult situation. In New York, you can't institutionalize someone else directly. You can, however, call the police or EMS. If they agree that he would benefit from hospitalization (and it sounds like they would), he can be held in the hospital for up to 72 hours, whether he agrees or not. Some hospitals will not hold a person that long, in spite of what we might want. I have seen many patients in and out of hospitals countless times, and it has been my experience that it can be extremely difficult to hold a person long enough to achieve good stability and an appropriate after-care plan. Hospitals in NYC tend to take a ""patch and release"" approach more often than I would like. It's been my experience that family makes a difference. Assertive, knowledgeable, persistent family can improve the quality of your loved one's care. Hospitals are highly pressured to discharge people quickly but they can not discharge a homeless person without someplace to go. If your family is willing to accept your brother, that will be the path of least resistance for the hospital. If the family refuses, they will be forced to find another path for him. You can also pressure the hospital to refer to rehab after psychiatrically stablized (which may only take a few days) and that may give your brother more time to begin making clear-headed decisions. If your brother has a psychiatrist, that person should be actively involved. I had a patient patched-and-released three times, in spite of my advocacy and him literally begging to remain and stop his voices. We finally got a 90 day hospitalization because I strong-armed his psychiatrist into demanding that the hospital stabilize his patient.  If your brother has a history of non--compliance with oral medications, you can push the hospital for injection, which again will help your brother stay stable for longer. Best wishes to you and your family.
Family members sometimes get Power of Attorney over vulnerable adults. If you had this, you could do something like that. I'm assuming that you don't, though. There are steps family members can take through the court system to get someone involuntarily committed, but it is a long process. I deal with situations like this everyday on the job. The only time an adult can be committed against their will is if they are deemed by the doctor (such as at an emergency room) to be a threat to self or others. For instance, if he had suicidal thoughts and a plan to carry out the action, or if he had homicidal thoughts against someone else and a plan to carry it out, he could be placed on a short hold, but these holds only last for a few days. This still isn't a long-term solution. An adult has the right to refuse treatment and the right to make their own choices, no matter how bad those choices are. If you have a way to get him to an ER whenever things like that happen, such as being found sleeping outside in 12 degree weather, it will help a lot. They may or may not do a short term commitment for treatment based on the situation that brings him to the ER, but it's a start. They can help set him up with appointments for psych and he can get on medications. You can help by taking him to appointments and making sure his medications get filled. However, you can't force him to take the meds, so this may be something that happens a lot. With enough of a paper trail of many ER visits and that sort of thing, you'll stand a better chance of getting a court appointed psych ward stay. Some tips about ER visits: Don't send him alone. Always go with him or have someone go with him, because you will be able to give the treatment team better insight into what's going on than he will. He may say everything's fine and he wants to leave, so they won't have any reason to keep him if that is the case. Go with him. If you do get Power of Attorney, take the paperwork with you when you go to the ER and to doctor's appointments because they aren't just going to take your word. They need to see the actual paperwork. Having it on file in their system isn't good enough because paperwork expires, etc. Take it with you at all times. You can also compile his medical records and that sort of thing to take with you so they can see a full history of what's going on.Keep in mind that if you do get Power of Attorney, this makes you his guardian and you have to take care of him. Otherwise, you can get reported for vulnerable adult abuse and neglect. In fact, your mom ignoring and not helping may already put her at risk of that because she is willingly doing nothing to help someone who clearly needs the help. She won't be financially responsible for the hospital or doctor bills, but should be held responsible for his safety. Someone should. There are group homes for people with schizophrenia. "" Being responsible"" for someone doesn't mean you have to pay their bills, it just means you are going to make sure they get the care they need. That care may be placement in a long-term care facility like a group home or a nursing home. Psych inpatient hospitals aren't long-term, so you do need to look into other long-term options. Psych inpatient stays are temporary and are to stabilize him, they're not where someone stays forever.Good luck, and keep up the good attitude! Work with his treatment team. Ask for a social worker. If they see family that is wanting to do the right thing and wanting to help, they'll help you even if it does take a while to get things sorted out. The worst thing any of you can do is NOT go to appointments and that sort of thing."
615,I'm addicted to smoking. How can I stop?,"I'm planning to have baby, so I have to quit smoking - but it's hard. Sometimes it's not a physical need, it's mental.
   I cannot help myself from thinking about smoking. What can I do to get rid of this addiction?",substance-abuse,"Hi. Good for you in planning ahead to do what's healthiest for your baby (and yourself). That's a great first step! It's also good that you are able to identify that it's not always a physical need that's driving the addiction.For the next steps, I would suggest trying to figure out when the psychological cravings for a cigarette occur. The psychological (or mental) cravings are usually based out of habit, such as having a cigarette after a meal. And if you're consciously trying to quit, you'll find the craving starts with simply thinking about having a cigarette, then usually moves on to thinking about how good it made you feel, etc., etc. Well, if I'm on a diet and I continue to let myself think about the ice cream sitting in the freezer, eventually I'll give in and eat it.You're going to have thoughts about smoking a cigarette. That's normal and, for the most part, out of your control. But you choose whether or not to CONTINUE thinking and dwelling about it after that initial thought. That's what you would have to work on changing. When you have that initial thought, acknowledge it (""Ok, I kind of want a cigarette now.""), but then change the thoughts that typically follow. Distract yourself, think about something else, do something else, whatever it takes to get your mind off of that cigarette.I've suggested to clients before that they should plan these scenarios out ahead of time so they already know what they're going to do when the time comes. Write down when you usually have the craving for a cigarette and then write down new thoughts or things to do to get your mind off of it. Eventually, it will become easier and easier to brush off that initial thought until you no longer have it.Best of luck, and you have a really great motivator to quit - your baby!
It's very admirable that you are trying to stop smoking for the sake of your health and your child's health.  The mental aspect of quitting a drug can and usually is the hardest part.  First, it can be helpful to change the focus of your thinking so you are focusing on the healthy behaviors you will start/improve rather than only focusing on the behavior that you are trying to stop.  The reason for this is that our brains hear the main topic of our thoughts.  That is, when you tell yourself ""quit smoking, quit smoking, quit smoking"", your brain hears ""smoking, smoking, smoking"".  So we need to put together a self-care plan that addresses your thinking, emotions, and behaviors (nutrition, physical activity, and other stress reducing activities).  The idea is to have an effective plan in place to both prevent yourself from feeling intense stress (which increases cravings) and to have a well-placed plan for when the intense cravings inevitably present themselves.  And lastly, and possibly the most important; You have to believe you deserve to be the healthiest version of yourself.  Think about the times when you are most vulnerable to smoke (stressful situations, after meals, when drinking, social situations, etc.).  The use of affirmations is also an important resource as what we say to ourselves effects our mood.  Repeatedly telling yourself ""i am healthy, ""i am getting healthier, ""my lungs are becoming clear and healthy"" or other affirmations like this.  Even if you don't believe them at first, continue saying them.  This step is important to improve cognitive flexibility which trains your brain to be open to change.  Think about activities that you like to do or that you would like to try and replace smoking with those activities.  Any activity that can make you laugh (time with friends, watching comedies, etc.) will evoke a calming response because when we feel happy, we typically don't feel stressed out simultaneously.
Hopefully you feel you have the time to follow this procedure.1. For a week - log when you smoke - time, place and activity2. Plan on cutting back 10% for a week.Cut out the easiest times.3.Next change the times and and activities for 3 days - consider water or candy or gum if it is very tough. 4. Cut another 10% each week until you are done.
Quitting smoking can be difficult. It's also true that there is part that is sometimes a physical need and a part that is often connected to emotions in some way. From the way that you wrote this, it sounds like you may have been able to stop smoking physically, but still have cravings.One thing you can do is talk with your primary care physician or OB/GYN about whether there is anything that you can take to help with the cravings. Sometimes that can very helpful.As far as the more emotional or mental piece, these things come to mind:Sometimes a crucial part is looking at the habit of smoking and seeing what else you can do to keep your mind and hands busy. There are sometimes toys, like those available at Office Playground, that may help to keep you physically occupied.There can also be changes or additions to your routine because I imagine that smoking took up a great deal of your time. Maybe when you have the temptation to get up and go to have a cigarette, you could have several other things that you can get up and do instead. The list is endless, but a few examples could be doing some physical exercise (with the permission of your doctor) just for a couple minutes because that could help with the craving as well, completing a puzzle, learning a new activity that requires using your hands (painting or knitting, perhaps).Another piece of quitting smoking is often linked to anxiety or other emotional changes, perhaps irritability. Depending on what it is that you may be feeling,  learning other strategies to use can be helpful as well.This can all be quite overwhelming and a very big life change. I would recommend that if things do not become easier for you, consider talking with a therapist. Then you could not only have some more strategies or ideas directly related to you, but you could have very direct support for what you are trying to do.I give you a lot of credit!
It can be challenging to quite anything once we set our mind to it.  We often crave the things more that we know we can not or should not have.  With that being said I would encourage you to become aware of the chemical dependency part that cigarettes have on your brain and your body.  Then make yourself aware of the mental part the habit part.  Often times people will engage in smoking again just from the mere social aspect of it.  Make yourself aware of these and devise a plan of the things you will do instead of going out on smoke breaks, or the ritual of smoking in the car on on the back porch.  There are plenty of support groups out there to help with this as well.  Smoking cessation is a good resource."
616,I over endulge when I drink alcohol and feel extremely guilty about it the next day,"I'm a female in my mid 20s. Lately I tend to over drink and I've become a very angry drunk.    In the past, I have even cheated on my boyfriend while I was under the influence of alcohol.    But now, even if I don't do anything wrong and don't embarrass myself, I still feel really guilty after a night of drinking. I don't understand why I'm feeling this way. Does this mean I have a problem?",substance-abuse,"Maybe this will help you understand.  First it depends on many chemical factors.  When you drink alcohol overindulge so to speak.  You are flooding the pre frontal cortex of your brain.  This controls communication and cognitive behavior.  There were studies on this and many times if you notice those intoxicated get loud respond to loudness.  Also certain types of alcohol can have sides effects.  Instead of brown liquor try white liquor.  Experiment safely to find if you maybe having side effects causing overindulgence which we don't want to lead to alcoholism.   Set an intention before experimenting that you will not feel angry or guilty... Seek talk therapy which will help decrease the cravings or desire to.
Hello, I commend you for your courage in taking a look at the role alcohol has in your life. It sounds like you're concerned about what happens when you drink too much and I suspect you already know the answer to your question about whether you have a problem or not. I imagine you would like to stop feeling guilty and would like to avoid cheating on your boyfriend or other negative consequences and maybe have a fear of being or becoming an ""addict"" or ""alcoholic."" You might have a ""problem"" but that does not necessarily mean that you are an addict. I don't have information to know if ""addiction"" or ""dependence"" or other words would best describe where you are with drinking, but it sounds like it's begun to have some negatives, so forgive me using words like addict, dependence and so on. I mean it more as a road map than a diagnosis. The feedback I'm writing here is very general and doesn't address physical dependence and many other factors that might apply to your situation.  One of the ways to think about substance (mis)use is to think of addiction as a disease of avoidance. Let me repeat that: it is a disease of avoidance. Your ultimate task in living a balanced life is to figure out what you're avoiding and develop other ways to manage those feelings, experiences, and so on. And of course, along the way, you may want to look at triggers, situations, biological vulnerability, social pressures, coping skills, relapse prevention planning and so on. Depending on where you are in your drinking, you might very well benefit from expertise and support. Remember also that alcohol depresses our central nervous system and disinhibits us. That means that alcohol is often a substance of choice to relax, destress, calm down, etc. Also, it allows feelings, thoughts, and behaviors that we usually inhibit to be expressed. If you were unfaithful and often angry, that's your first signpost. For angry drinkers, it is often true that you don't drink and then get angry, you drink in order to express anger. I recommend you find someone you can speak frankly with, who is knowledgeable about addiction. Wishing you the best health and wellness.
The short answer is yes - if you feel 'really guilty after a night of drinking', then you probably have a problem. What you could do is visit this website by the National Institutes of Health: http://rethinkingdrinking.niaaa.nih.gov/How-much-is-too-much/  There you will find information on how many drinks is too much, and the general answer for women is more than seven drinks in a week. There is also a quiz you can take anonymously that will help you determine if your drinking is a problem. The good news is that you can get help for substance abuse through counseling, self-help programs, or alcoholics anonymous.
Thank you for writing in with this important question.  There are some key words in your question that indicate you may have a problem; they are, ""over indulge,"" ""feel really guilty,"" and ""angry drunk.""  You also indicate that you have been unfaithful in your relationship while under the influence of alcohol.  In assessing whether or not someone has a ""problem"" with alcohol, some of the criteria I consider are whether or not they have attempted to cut back on their drinking and have been unable to do so and do they continue to drink despite knowing of likely consequences to their own emotional/physical health, relationships, occupational and/or social functioning.  I indicated you ""may"" have problem because it would be improper for me to make a formal diagnosis over this type of forum with so little information; however, with the information you provided, my answer is yes, you may have a problem based on my interpretation that you have tried to control your drinking and have been unsuccessful and have continued to drink despite experiencing yourself as an ""angry"" drunk, feeling guilty after a night of drinking and being unfaithful in your relationship.  I would recommend that you see a counselor for a proper assessment.  I applaud you for being concerned about this issue and seeking help.
I offer that getting a professional assessment is in order to look at your relationship with alcohol.
Usually when someone asks if they have a problem, they believe they do have a problem!The first step is to understand your own theory and definition as to what problem you feel you have.  Some possibilities are feeling unhappy in the relationship to your boyfriend, not having enough discussion between the two of you, not feeling cared about by your boyfriend, not liking your boyfriend.Did you grow up in a family in which the grownups drank to the point of excess at the times they felt stressed?Family modeling of how to handle problems may have left you no knowing how to handle stress except to drink to excess.Ask yourself what it is you feel guilty of doing?The guilt may point you in a good direction if it is your sense of self-esteem telling you to find better ways of managing your life.Do you drink alone or together with friends?Try defining your specific reasons for drinking because this is the first step to know how to handle the situation differently."
619,What can I do to help my dad stop drinking?,"Or how to send him somewhere that can help him, something like The Baker Act.",substance-abuse,"More information would be needed for me to accurately answer this question, such as your age, whether you live with your dad or not, and what other family members live in the household. Something like this, alcoholism, is a whole family disease. In other words, family members often unknowingly contribute to the alcoholism and enable the alcoholic to continue the destructive behavior.First of all, you can’t make your dad do anything, and constantly nagging him or begging him to stop is just going to make him defensive and make this worse. Nobody can change another person. What you can do is change how you react to him and the things that you and other family members do for him. Research codependency. There’s a great book called Codependent No More. There are a lot of articles on the internet that you can read. In short, you have to stop enabling him. Like I said, you cannot control him, but you can control yourself. This means do not buy his alcohol. Do not make it easy for him to get. Don’t loan him the car keys or pay any household bills for him. Don’t call in sick to work for him or make excuses for him in any way. Do not bail him out of jail when he gets arrested. He needs to be responsible for himself. This may mean losing his job or losing his driver’s license. This may mean that he loses his family if he doesn’t stop. What you and your family can do is set boundaries about what you will put up with. It is his choice to drink, but it is your choice to put up with the behaviors of his drinking. A lot of people go into rehab because their spouse said if they don’t then they are getting a divorce.If you are an adult and you don’t live with your dad, then the best thing you can do for him is STOP doing things for him. If you are a child who lives at home with him, then this could be a case for child protective services. In my state this is called DHS. A report is made to this organization for child abuse or neglect. Substance abuse in the home qualifies. Of course, alcohol is legal and when consumed in moderation, there is no problems. The problem will be the result of his alcohol consumption. Does he drive with children in the car while intoxicated? Is he left to care for minors while in an intoxicated state? Are there any domestic violence issues due to his drinking? This could be a reason for the authorities to step in. You can look for a local meeting for family members of alcoholics. They are similar to the AA meetings that an alcoholic should go to, but are for the family members. They can help you.
Your dad needs to be aware that he has a problem and be willing to make some changes in order for him to be motivated to stop.  Often times individuals will be forced to stop when they were not ready.  Remember we can not ever make someone do something they do not want to do.  There needs to be at least a little willingness on the other party to make some changes.  I would encourage you to reach out to your family or other loved ones and have a conversation with your dad regarding your concerns."
623,How can I stop abusing alcohol?,"I have bipolar II disorder, I'm addicted to alcohol and weed, and I'm hopeless. I keep drinking even though it's harming myself and others.",substance-abuse,"What an important question. I'm hearing your hopelessness and fear about the damage of your substance use and it sounds like you have reason for concern. While there can be negative stigma about using substances, for the most part substance use is an attempt to cope with emotional distress in the absence of sufficient coping strategies. We all look for comfort when we are in pain and this may be the way that you are getting comfort - even though it is also hurting you. In order to stop using alcohol and weed you will need a lot of support and you will need to learn other ways of getting comfort when you are in pain or struggling with bipolar related symptoms. There is nothing to be ashamed of and we all need help when we are struggling. I would encourage you to reach out for support in any way that you can. Have you talked with your health care providers about your concerns or friends or family members? Here are some links of resources in Whistler that may be helpful:http://www.vch.ca/locations-and-services/find-health-services/?program_id=11035http://redbookonline.bc211.ca/service/9509054_9509054/whistler_mental_health_and_addictionshttp://mywcss.org/programs/counselling-assistance/http://redbookonline.bc211.ca/organization/9489472/alcoholics_anonymous_aa___squamishwhistler
You may feel hopeless but YOU are not hopeless. Addictions of any sort are difficult to overcome, especially when they serve to bury pain and suffering that one is experiencing. It is not impossible to overcome alcohol or drug use/abuse/dependence on your own, but you will likely find much greater success with the help of a therapist or other support system such as rehabilitation or Alcoholics Anonymous. I suggest doing a bit of research to see what type of help is available and feasible for you in your area and go from there. Know that recovery takes time, willingness, and effort. Don't give up and remember that you are not hopeless. You can make the choice to change your habits and learn new ways of healthy coping. Best of luck to you!
Anyone who wants to change their life path, eventually will be successful in this.  How to stop abusing alcohol involves a few steps, most of them time consuming, with slow progress and very often with tremendous emotional pain.The basic path is to figure out what motivates you to drink too much and be addicted to weed.  Almost always, addictions are rooted in the person having suffered feeling deeply ignored, humiliated, shamed, invisible, nothing very pleasant, since a very young age, usually starting around 18 months.Most often addicts are sensitive people who have been emotionally overburdened by the grownups in their family.With no outlet for emotional expression or nurturing, the frustration goes inward until the emotional pain feels very big and without an outlet.So, people mask and numb by substances, whether this is food, chocolate, work, alcohol, weed.Therapy that is humanistic based, is a better fit than one which is drug oriented and diagnosis oriented.If you'd like getting serious about knowing who you are, including any unfair treatment of you during your growing up years, you can do this.Once you have a stronger self-respect and awareness, you would naturally avoid substances because they harm people.  Harming oneself is the opposite of self-respect.Also, about your diagnosis, it may not be true at all.  the US healthcare system loves selling drugs to people and clinicians in agencies and clinics are encouraged to find something wrong with people in order to find a new customer who will take drugs.See if you can find a therapist who is independent minded, and therefore free to interact therapeutically with you as a human being, not as a potential customer if they are able to label you as having something ""wrong"".This simply continues the long line of being shamed by others that created the addiction problem in the first place.Good luck!
This relationship with your step dad sounds very challenging. It is hard to to be told over and over again how not good enough we are. Let me offer you this, frequently when we say harsh, mean, nasty things to others, we are simply projecting our own thoughts about ourself. I am not advocating that this is ok, it seems like your stepdad could also use some support. You get to make your own empowered choice around this, this is your life and if you find yourself in a situation that does not suit you make a change.
The first step to change is to admit that you have a problem that is in need of change.  Frequently our problems keep us in denial.  Although feeling hopeless is an uncomfortable feeling, it suggests to me that you know that you can not do this alone.  The best course of treatment for you is to treat all of these problems together.  Alcohol detox can be very dangerous so it is important that you do this under the supervision of a medical provider; preferably someone who specializes in addiction.  Know also that although marijuana may not appear to be as big as a problem as alcohol is, it will cause you to have an increase in alcohol cravings so complete abstinence from drugs and alcohol is needed. I really recommend an inpatient stay for at least 30 days for anyone who is dealing with addiction, whether combined with mental health issues or not.  If this is not a possibility, then the next best thing would be an Intensive outpatient program that treats both addiction and mental health issues.  Know that there is hope for what you are experiencing.  You can get control over these issues.  The next step is finding the team and/or facility that is going to help you do it."
624,My daughter-in-law is smoking marijuana while pregnant,"My new daughter-in-law just informed me that she is smoking marijuana while pregnant because of her morning sickness. I’m in shock and I don’t know how to respond. I just lost my mom, and she was good with advice.",substance-abuse,"Have you reached your own conclusions and reasons for these, regarding the topic?   When you feel confident in your own reasons for your conclusions, then obviously ask your daughter in law for some time together and tell her what you think and your reasons for opinions.Plan for this meeting according to the type of relationship you have with your daughter in law.Since your son will also be affected by the prenatal conditions of his child, he may also be interested in being part of this conversation.Also, during your discussion, find out the exact ways the morning sickness affects your daughter in law.It is possible that scheduling adjustments in routines can be made so your daughter has more time to rest or fewer responsibilities for a while until she feels better.Maybe you and other family members can lighten her daily routines so she has more time for herself to manage her morning sickness in a less risky way.Sending Good luck!"
